name,segment,job,world,world_group,tier,union_level,access_flag,active_day_ratio,avg_exp_pct,avg_exp_on_active,character_age_days,cluster,pre_avg,post_avg
볼빨간당나,Lv.285~289,전사,베라,베라,3,8449.0,False,0.03418803418803419,18.97,515211453494.5,269.0,1,79263300537.61539,0.0
봄끼,Lv.290~294,아델,노바,기타,1,10032.0,True,0.9841269841269841,83.37,9267960293680.783,2250.0,0,2010713921081.5144,11855517463500.703
봄라떼모카,Lv.285~289,기사단,엘리시움,기타,2,9517.0,True,0.9682539682539683,71.69,3339626877064.582,812.0,2,1861986002310.0286,3761153504626.681
봄랑,Lv.290~294,전사,엘리시움,기타,2,9436.0,True,0.873015873015873,67.16,6943885758222.772,1001.0,2,1193319118882.9714,7934739167512.099
봄로즈,Lv.285~289,렌,스카니아,스카니아,3,10047.0,True,0.30952380952380953,5.16,44671605830.53846,269.0,1,3942202001.9142857,17628742388.175823
봄망,Lv.285~289,아델,루나,루나크로아,3,9276.0,True,0.8015873015873016,57.06,2399631775438.584,1914.0,2,1133990228061.9143,2227177487221.209
봄봄쁘,Lv.285~289,기사단,엘리시움,기타,3,9302.0,True,0.2619047619047619,50.85,2051930854049.7576,1179.0,1,364439596538.17145,603937717635.2307
봄엔비,Lv.285~289,렌,베라,베라,2,9366.0,True,0.8492063492063492,99.35,10112216473763.355,269.0,2,3006350730801.3716,10733899858402.54
봄인우,Lv.285~289,도적,루나,베라,3,8758.0,False,0.23076923076923078,25.67,883591895884.5834,1926.0,1,302945792874.7143,0.0
봉구렝,Lv.285~289,렌,엘리시움,기타,3,9443.0,True,0.975,92.1,5893363311712.735,269.0,2,2050630140632.1724,6923683883429.198
봉꼬번,Lv.285~289,렌,오로라,기타,3,9606.0,False,0.08620689655172414,11.34,188167624624.6,269.0,1,13890589059.12,16861665052.395605
봉끼얏호우,Lv.285~289,렌,엘리시움,기타,3,10167.0,True,0.11403508771929824,4.12,13908300515.307692,269.0,1,0.0,1986900073.6153846
봉다,Lv.285~289,마법사,엘리시움,기타,3,10850.0,True,0.7741935483870968,12.33,216640882349.75,1904.0,0,285020272095.24243,125185227763.0
봉마암두,Lv.285~289,레지스탕스,엘리시움,기타,2,9515.0,False,0.6746031746031746,83.43,4630532043082.988,4094.0,0,1513255890980.6572,3743200741513.5273
봉빚이,Lv.290~294,마법사,루나,루나크로아,2,9892.0,True,1.0,96.29,12019650728455.547,2600.0,0,4060142631569.1714,15080999996488.77
봉창,Lv.285~289,아란,베라,베라,2,9103.0,True,0.9841269841269841,99.97,14095969173775.492,3424.0,0,4155025643646.029,17609607472753.297
봉춘삼,Lv.285~289,전사,크로아,루나크로아,2,9801.0,True,0.8253968253968254,94.31,6481740655964.837,757.0,2,4627511402958.543,5627891528755.978
봐이삐,Lv.285~289,해적,오로라,기타,3,8837.0,True,0.7033898305084746,54.96,2267055675267.024,269.0,2,2231487517868.7407,1405664374337.4395
뵤리렌,Lv.285~289,렌,유니온,기타,3,9715.0,True,0.6410256410256411,35.23,1332221512822.0933,269.0,1,954031187437.5385,825404424047.044
부깜브,Lv.285~289,기사단,엘리시움,기타,3,10035.0,True,0.8571428571428571,49.31,1955035257631.037,999.0,2,1067284406257.9714,1909767622034.3186
부띤,Lv.285~289,해적,루나,루나크로아,2,9329.0,True,0.7063492063492064,80.63,4237147627947.7417,1536.0,2,1438723731932.743,3590668222743.989
부러진아대,Lv.285~289,도적,베라,베라,2,9526.0,True,0.7380952380952381,39.99,1532000165187.2688,2808.0,0,1441785716578.0,1011137530573.4725
부렌장,Lv.285~289,렌,루나,루나크로아,3,9037.0,False,0.4523809523809524,45.04,1749693803260.3157,269.0,1,1487813146764.543,523726226912.95605
부산대학교,Lv.285~289,루미너스,스카니아,스카니아,3,10130.0,True,0.14285714285714285,1.84,176827146.0,1196.0,1,25010000.42857143,25888571.92857143
부속,Lv.285~289,팬텀,엘리시움,기타,3,9166.0,True,0.21428571428571427,41.38,1595243771885.6667,2014.0,1,16294487.685714286,473307819053.2308
부앙렌,Lv.285~289,렌,루나,루나크로아,3,8763.0,True,0.3225806451612903,18.87,508425938869.675,269.0,1,565446861483.2122,18431770613.637363
부정부패탄압,Lv.290~294,도적,스카니아,스카니아,2,9286.0,False,0.8442622950819673,20.87,2746000884466.2915,2545.0,0,2774320481925.2856,2134906600375.2068
부촌,Lv.285~289,렌,스카니아,스카니아,3,8746.0,False,0.007936507936507936,64.09,2774457000000.0,269.0,1,79270200000.0,0.0
부펨즈,Lv.285~289,호영,베라,베라,3,9241.0,True,0.9444444444444444,81.96,4426925631988.865,269.0,2,2147933201172.0,4962928441380.824
북경세트,Lv.290~294,궁수,스카니아,스카니아,2,9377.0,True,0.8412698412698413,72.99,7667552326686.953,2614.0,0,1342178208869.2856,8415212190312.0
분절화,Lv.285~289,렌,루나,루나크로아,3,9989.0,True,0.7711864406779662,15.16,335863563982.47253,269.0,1,491053945555.1852,190166239477.08792
분초,Lv.290~294,기사단,스카니아,스카니아,2,9454.0,True,0.9047619047619048,52.75,5150428213665.763,2271.0,0,1930090850649.8286,5709842160276.406
불고기버거,Lv.290~294,아크,이노시스,기타,1,9676.0,True,0.9603174603174603,94.92,11329728380597.67,2019.0,2,3683224763729.1714,13648178761777.988
불끈몽댕이,Lv.285~289,기사단,스카니아,스카니아,3,9307.0,True,0.9365079365079365,20.01,582531325312.644,777.0,2,346945848858.34283,621929578866.4835
불독은산체스,Lv.285~289,마법사,엘리시움,기타,3,9086.0,True,0.5714285714285714,56.29,2352802876630.5415,1354.0,2,355109796158.2857,1724977629141.3076
불독판공,Lv.285~289,마법사,노바,기타,3,6135.0,False,0.017543859649122806,31.32,1155380640536.5,269.0,3,100467881785.78261,0.0
불면증냥냥이,Lv.285~289,메르세데스,스카니아,스카니아,3,9270.0,True,0.6428571428571429,56.44,2356248283966.6294,985.0,2,1109716478257.8572,1670505871013.978
불멸,Lv.285~289,렌,스카니아,스카니아,2,8942.0,True,0.873015873015873,99.45,10193941838951.092,269.0,2,1180560703434.3142,11868285468839.77
불몬,Lv.285~289,마법사,루나,루나크로아,2,9256.0,True,0.8571428571428571,75.04,3666825488335.8057,904.0,2,738049868798.9714,4067971509146.187
불빛렌,Lv.285~289,렌,루나,루나크로아,3,9559.0,False,0.031746031746031744,27.94,987332153989.75,269.0,1,112837960455.97144,0.0
불샷,Lv.285~289,카인,오로라,기타,3,9985.0,True,0.2698412698412698,28.71,1034915777285.2059,1893.0,1,129436916689.94286,336888399379.65936
불슝창,Lv.285~289,전사,크로아,루나크로아,3,9925.0,True,0.8650793650793651,18.54,489226428857.7248,3343.0,0,87265056892.14285,552433008288.6483
불질,Lv.290~294,마법사,베라,베라,2,9639.0,True,0.031746031746031744,0.74,11923004855.25,2278.0,1,1067105709.3142858,113662852.6923077
불타는예수,Lv.285~289,기사단,루나,루나크로아,3,9065.0,False,0.047619047619047616,0.74,83054858.33333333,815.0,1,11303611.714285715,1128601.5384615385
불타는프로브,Lv.285~289,렌,스카니아,기타,3,7152.0,False,0.24166666666666667,32.52,1213415481141.3103,267.0,3,1213394750792.9312,6606374.758241759
불평등,Lv.285~289,렌,크로아,루나크로아,3,8849.0,False,0.10317460317460317,13.62,261567266979.92307,269.0,1,18417009581.62857,30283287202.0
붉게물들여라,Lv.285~289,렌,스카니아,스카니아,3,9676.0,True,0.035398230088495575,3.75,9718953816.75,267.0,1,4278181.818181818,426172475.46153843
붉게타는아크,Lv.285~289,마법사,루나,루나크로아,3,10065.0,True,0.6587301587301587,33.23,1239525143900.7952,3332.0,0,129311833198.05714,1080820580020.1538
붉손,Lv.285~289,렌,엘리시움,기타,3,9756.0,True,0.8461538461538461,23.82,776866660801.2526,269.0,2,806853060576.1923,614633185102.6703
붉은꽃같이,Lv.285~289,렌,루나,기타,3,9006.0,True,0.05982905982905983,9.41,132739068956.42857,269.0,1,0.0,10210697612.032967
붉은눈의호흡,Lv.285~289,렌,유니온,기타,3,8839.0,True,0.8695652173913043,81.09,4302256350962.86,269.0,2,2239310061058.5415,4137166962976.7144
붉은빛설화,Lv.285~289,렌,엘리시움,기타,3,9013.0,True,0.905982905982906,59.67,2528094429411.2266,269.0,2,1343457694644.3076,2560968235789.4287
붉은썬콜개미,Lv.285~289,마법사,스카니아,스카니아,3,9444.0,True,0.21428571428571427,6.39,71940040947.25926,1435.0,1,8529799093.314285,18064155355.054947
붉은어둠,Lv.285~289,레지스탕스,루나,루나크로아,3,9406.0,True,0.42063492063492064,62.34,2666750081860.3584,4256.0,0,1006119488983.9143,1166193101364.4175
붑롄,Lv.285~289,렌,엘리시움,기타,3,10669.0,True,0.8070175438596491,46.6,1820451172836.598,269.0,2,2008943809914.0,1332701101900.4944
붕권,Lv.285~289,해적,엘리시움,기타,3,9454.0,True,0.35714285714285715,38.18,1447886309922.5334,3067.0,1,52882062462.8,695648480882.5934
붸뤠붸뤠붸뤠,Lv.285~289,궁수,크로아,루나크로아,3,9078.0,True,0.1349206349206349,38.79,1480831527724.5293,269.0,1,719261027751.9143,0.0
뷔라,Lv.285~289,마법사,루나,루나크로아,3,9043.0,True,0.1111111111111111,41.07,1583566334657.5,3916.0,1,157529567396.05713,183037294794.97803
뷰툴,Lv.285~289,라라,루나,루나크로아,3,9496.0,True,0.9047619047619048,57.73,2430372083128.14,815.0,2,1637773556516.8,2414729043939.7803
브가,Lv.290~294,렌,루나,루나크로아,2,7053.0,False,1.0,74.26,7827112960219.063,3806.0,0,7770823019601.257,7991291953687.667
브뉴반,Lv.285~289,에반,스카니아,스카니아,3,8523.0,True,0.6078431372549019,49.58,1975431290479.1936,193.0,2,1626836243433.0286,268693842793.6875
브랜든,Lv.290~294,도적,크로아,루나크로아,2,9461.0,True,0.9761904761904762,90.36,10472072542620.041,4896.0,0,2790618662697.143,13081244720306.209
브랜디쉬C,Lv.285~289,전사,스카니아,스카니아,2,9059.0,True,0.9365079365079365,92.81,6036472973258.424,1085.0,2,1428702015388.3142,7278013629735.198
브렌쓰,Lv.285~289,렌,베라,베라,3,9276.0,True,0.0625,46.33,1808491688148.1667,267.0,1,0.0,119241210207.57143
브밥,Lv.285~289,도적,크로아,루나크로아,3,9080.0,True,0.1349206349206349,52.84,2156223892468.5293,967.0,1,323290501360.8,278468556311.3956
블기,Lv.290~294,도적,베라,베라,2,10053.0,True,0.9920634920634921,50.0,4985329093654.336,3137.0,0,2085284346982.7715,6045947083103.242
블래이름좀,Lv.285~289,레지스탕스,스카니아,스카니아,2,9636.0,True,0.746031746031746,73.47,3521382526236.6274,809.0,2,658531907678.9429,3384190557115.165
블랙림,Lv.290~294,마법사,제니스,기타,2,10038.0,True,0.2777777777777778,9.0,1527179276844.8,3188.0,1,509850205116.3714,391280412203.24176
블루이어링,Lv.285~289,렌,스카니아,기타,3,8012.0,True,0.16521739130434782,29.54,1063775255402.3684,269.0,1,416008536608.125,112390384330.21979
블몽,Lv.285~289,라라,크로아,루나크로아,3,8861.0,False,0.007936507936507936,34.86,1320463625200.0,1367.0,1,37727532148.57143,0.0
블하렌,Lv.285~289,렌,루나,기타,3,9838.0,True,0.2672413793103448,40.7,1567094584248.3872,269.0,1,697823738254.36,342135589619.1319
븝미,Lv.285~289,카데나,이노시스,기타,2,9204.0,True,0.6190476190476191,55.92,2334564905020.9614,2632.0,0,803799314775.8,1691902050269.033
비나,Lv.290~294,마법사,스카니아,스카니아,2,9924.0,True,0.8095238095238095,42.9,4456887908681.412,4169.0,0,950524708537.0286,4630046174579.209
비내리던이밤,Lv.285~289,도적,루나,루나크로아,3,9007.0,False,0.05555555555555555,26.96,945254409945.7142,2822.0,1,0.0,72711877688.13187
비누이,Lv.290~294,해적,크로아,루나크로아,2,9670.0,True,0.8333333333333334,72.78,7658641292921.086,2694.0,0,887246113284.2572,8495645294415.0
비래월,Lv.285~289,초월자,루나,루나크로아,3,9656.0,True,0.46825396825396826,23.98,786043469408.5593,4439.0,0,163317888722.25714,446818006481.6044
비료포대,Lv.285~289,아크,베라,베라,3,9327.0,True,0.6507936507936508,34.12,1279778260184.5244,2200.0,0,491741017738.5714,964075623233.8572
비밀은라라,Lv.285~289,라라,유니온,기타,3,9643.0,True,0.9523809523809523,34.89,1321651734192.2417,1714.0,0,661831128183.3143,1488287017765.4175
비발디평,Lv.285~289,라라,엘리시움,기타,3,9366.0,True,0.626984126984127,17.18,429982396018.88605,1380.0,1,149936780299.97144,315613428296.6264
비부유,Lv.285~289,마법사,엘리시움,기타,3,9193.0,True,0.07936507936507936,30.25,1110238281926.1,994.0,1,5357016072.0,119943816008.14285
비빙꽁,Lv.290~294,해적,루나,루나크로아,2,9391.0,True,0.9047619047619048,56.36,5559813595600.482,620.0,2,2646189408140.7427,5947276050698.121
비상우비,Lv.285~289,궁수,엘리시움,기타,3,9626.0,False,0.5765765765765766,44.39,1722037403562.5781,827.0,1,229866044858.2,1160583219020.2307
비샌,Lv.285~289,도적,베라,스카니아,3,9284.0,True,0.9782608695652174,73.41,3517974519046.911,6.0,2,3064323990475.7144,4641592153678.272
비샐,Lv.285~289,기사단,스카니아,스카니아,3,9466.0,True,0.49206349206349204,39.96,1529408022516.2742,966.0,1,609303940388.5428,807666587718.7913
비서사,Lv.285~289,도적,루나,루나크로아,3,10357.0,False,0.1349206349206349,7.1,86079920393.52942,2971.0,1,8040182117.085714,12988486512.0
비쇼포터,Lv.285~289,마법사,스카니아,스카니아,3,9205.0,True,0.8809523809523809,40.12,1541552587584.9548,2276.0,0,1580043132498.743,1272646456972.2417
비숍1도없어,Lv.285~289,마법사,오로라,기타,2,9080.0,True,0.8809523809523809,60.53,2574583612425.324,1351.0,2,1915923655872.543,2403532450809.5825
비숍등급,Lv.285~289,마법사,루나,루나크로아,2,9714.0,True,1.0,67.35,3047865592375.27,1872.0,2,1332044390500.1714,3707796823865.6924
비숍사냥딸깍,Lv.285~289,마법사,오로라,기타,3,7796.0,False,0.04838709677419355,50.94,2056994494627.6667,269.0,1,373998999023.2121,0.0
비숍일등시민,Lv.290~294,마법사,스카니아,스카니아,2,9465.0,True,0.9841269841269841,73.41,7698193481961.782,1530.0,2,4666992003818.314,8694849138787.033
비숍해비숍해,Lv.285~289,마법사,스카니아,스카니아,3,10196.0,True,0.6587301587301587,19.03,517015493003.89154,2590.0,0,106452758139.85715,430620213015.6923
비숍해온,Lv.285~289,마법사,오로라,기타,3,9261.0,True,0.23809523809523808,37.32,1411422820016.3333,1354.0,1,143199102011.2857,410227648682.3626
비압축성유동,Lv.285~289,전사,루나,루나크로아,3,9570.0,True,0.5555555555555556,45.43,1770180314742.7856,3240.0,0,342674297294.54285,1229879358535.011
비여사,Lv.285~289,마법사,엘리시움,기타,3,10157.0,True,0.9285714285714286,17.15,429565815861.53845,726.0,2,678823161881.3429,291213074614.8681
비익검,Lv.285~289,도적,스카니아,스카니아,3,8916.0,True,0.047619047619047616,37.93,1435645941072.8333,269.0,1,141257499169.82858,40328166763.65934
비찜,Lv.290~294,레지스탕스,베라,베라,2,9465.0,True,0.7777777777777778,34.75,3825512370022.2754,3340.0,0,162155153789.6857,4057415185489.4946
비트야세워라,Lv.285~289,라라,엘리시움,기타,3,9672.0,True,0.7301587301587301,36.0,1365639208113.163,928.0,2,736168107615.6,1097504652525.989
비포다섯장,Lv.285~289,전사,엘리시움,기타,2,9085.0,True,0.9047619047619048,92.28,5941568176611.263,5452.0,0,1806739063704.9143,6748383570373.758
비황,Lv.285~289,마법사,루나,루나크로아,3,9413.0,True,0.31746031746031744,15.99,371203553120.725,633.0,1,411441878833.0571,4919520501.89011
빅데이터설계,Lv.285~289,아크,오로라,기타,3,9321.0,False,0.007936507936507936,0.12,3073158.0,875.0,1,0.0,33770.96703296703
빅배드,Lv.285~289,해적,엘리시움,기타,3,9291.0,True,0.1349206349206349,4.61,23020634520.058823,996.0,1,11112782543.057142,26410965.208791208
빅새마루,Lv.285~289,카이저,엘리시움,기타,2,9230.0,True,0.9285714285714286,85.34,4837559631779.991,631.0,2,2989822364123.457,5069787848065.253
빅치즈,Lv.295~299,도적,크로아,루나크로아,1,9922.0,True,0.9920634920634921,18.56,5668276041108.376,1489.0,0,5100456617125.485,5824379379551.154
빅토ri,Lv.285~289,기사단,크로아,루나크로아,3,9012.0,True,1.0,34.18,1285772044304.3472,741.0,2,1065735498940.2667,1358311564754.044
빅팩,Lv.285~289,렌,베라,베라,3,9031.0,True,0.6190476190476191,93.27,6176186654970.192,269.0,2,0.0,5293874275688.736
빅휴,Lv.285~289,도적,스카니아,스카니아,3,9304.0,False,0.40476190476190477,50.2,2021270031079.1765,996.0,1,2410503395592.6284,205682997135.12088
빈럽,Lv.290~294,도적,베라,베라,2,9431.0,True,0.5476190476190477,32.2,3702225519121.594,6788.0,0,2232004290778.3145,1948718798265.3735
빈아스렌,Lv.285~289,렌,스카니아,스카니아,3,10154.0,True,0.3157894736842105,6.64,74573322110.88889,269.0,1,71448748623.34782,11443059095.10989
빈유리창,Lv.285~289,마법사,크로아,루나크로아,3,8937.0,True,0.5396825396825397,50.17,2016215388766.5881,992.0,2,153567604216.45715,1447558025148.923
빈잉조쿠,Lv.285~289,렌,엘리시움,기타,3,8978.0,True,0.7622950819672131,80.76,4250074327419.161,247.0,2,1869329706109.0645,3706677929237.3735
빌쟨울,Lv.285~289,기사단,베라,베라,3,9172.0,True,0.8174603174603174,79.65,4092217167585.8447,3244.0,0,1422822209586.4285,4084610889294.6924
빕면,Lv.290~294,전사,크로아,루나크로아,1,9898.0,True,0.9523809523809523,97.67,13045885491365.342,1942.0,2,1386031881610.7144,16670276297884.242
빕몬,Lv.285~289,초월자,루나,루나크로아,3,9228.0,True,0.15079365079365079,22.78,720450015650.2632,3336.0,1,16639647.6,150417229776.8022
빙빙컴,Lv.285~289,카데나,스카니아,스카니아,3,9314.0,True,0.4365079365079365,47.62,1865730306445.6726,3173.0,0,375227982490.74286,983320741399.2968
빙정화,Lv.285~289,마법사,베라,베라,3,9004.0,True,0.1349206349206349,63.91,2758339144550.9414,2971.0,1,431230370595.88574,349436291060.54944
빙토토,Lv.285~289,렌,엘리시움,기타,3,9930.0,True,0.16379310344827586,8.18,105804458245.6842,269.0,1,18863846017.48,16908665453.087912
빙화렌,Lv.285~289,렌,루나,루나크로아,3,7106.0,False,0.05084745762711865,43.07,1670403749165.1667,269.0,3,355555826267.37036,4641925118.373627
빛기,Lv.285~289,기사단,베라,베라,2,9329.0,True,0.49206349206349204,90.72,5664022146835.193,1135.0,2,200117915039.57144,3782035671180.187
빛맘,Lv.290~294,마법사,엘리시움,기타,2,10002.0,True,0.7936507936507936,25.74,3150615712078.75,4139.0,0,525186265263.11426,3260220350809.5166
빠냐낫,Lv.285~289,렌,루나,기타,3,8855.0,True,0.8974358974358975,80.85,4259859458734.524,269.0,2,2665569125336.885,4153631273718.3076
빠딴잘리,Lv.285~289,렌,루나,루나크로아,3,8822.0,True,0.9351851851851852,59.3,2510086018507.0596,256.0,2,2312256249619.5293,2353959688194.297
빠루든렌,Lv.285~289,렌,베라,베라,3,9048.0,True,0.49206349206349204,40.58,1560413508071.8708,269.0,1,69056882040.74286,1036578534384.9451
빠죡,Lv.285~289,렌,루나,루나크로아,3,9798.0,True,0.425,33.94,1276794545950.0,269.0,1,1877530574543.9656,117232254743.68132
빠홱,Lv.285~289,도적,베라,베라,3,8794.0,True,0.20634920634920634,47.71,1868972655655.7693,267.0,1,1388379687058.5715,0.0
빡빡썰,Lv.285~289,일리움,베라,베라,2,9299.0,True,0.8253968253968254,97.94,8003586268632.23,267.0,2,2513717981188.143,8180141127430.406
빡빡이렌,Lv.285~289,렌,베라,베라,3,9691.0,True,0.944954128440367,45.47,1770454370158.8835,269.0,2,2643711048381.6113,1480989024785.6704
빡빡이벗어나,Lv.285~289,일리움,루나,루나크로아,3,9054.0,False,0.3508771929824561,57.67,2427872892542.975,269.0,1,2038620418875.348,551941165577.8682
빤뽀,Lv.295~299,엔젤릭버스터,노바,기타,1,10086.0,True,0.9126984126984127,4.12,4032708853181.687,1921.0,0,2755909541937.2285,4036315210418.5825
빨간정령이,Lv.285~289,렌,베라,기타,3,8215.0,False,0.01652892561983471,55.2,2280677587746.5,269.0,1,152045172516.43332,0.0
빨간홍매화렌,Lv.285~289,렌,엘리시움,기타,2,9004.0,True,0.9736842105263158,67.81,3078267025308.4956,269.0,2,4061613702190.8696,2728247523723.659
빨랫장대,Lv.285~289,렌,엘리시움,기타,3,9595.0,True,0.21428571428571427,4.33,17870206589.62963,269.0,1,1351495022.9714286,4782343429.846154
빵덕,Lv.285~289,마법사,루나,루나크로아,3,9453.0,False,0.1746031746031746,62.53,2678419394018.773,2495.0,1,1642508868291.3428,15795783277.098902
빵민렌,Lv.285~289,렌,스카니아,스카니아,3,2046.0,True,0.016666666666666666,20.35,601132350000.0,269.0,3,9567093103.448277,10162846153.846153
빵빵아델,Lv.285~289,아델,엘리시움,기타,2,9550.0,True,0.9444444444444444,94.19,6447311223524.899,2087.0,2,4974370783686.429,6517879760114.703
빵칼이,Lv.290~294,카이저,이노시스,기타,2,9571.0,True,0.9603174603174603,61.65,6164828535855.818,2062.0,0,3308407537531.486,6924725154120.352
빼곡히어로,Lv.285~289,전사,루나,루나크로아,3,9283.0,False,0.047619047619047616,0.8,86205638.66666667,1004.0,1,0.0,5683888.263736264
뺘두꺼비,Lv.285~289,렌,루나,루나크로아,3,5800.0,False,0.1896551724137931,54.57,2251949484710.4546,261.0,3,1969638998463.52,3317732989.4725275
뻐벅,Lv.285~289,렌,루나,기타,3,8129.0,True,0.3333333333333333,94.93,6625684123791.474,269.0,2,920823836136.826,2534033499702.5166
뻐쁠,Lv.285~289,렌,루나,루나크로아,3,9326.0,False,0.09523809523809523,26.07,899019219247.9166,269.0,1,306953577739.97144,492916594.2417582
뻠명,Lv.285~289,일리움,스카니아,스카니아,3,9747.0,True,0.9682539682539683,69.07,3155578303536.156,269.0,2,1989893258308.4,3465211966929.857
뻥쑥,Lv.285~289,렌,스카니아,스카니아,3,8890.0,True,0.9484536082474226,48.23,1906262111724.9348,269.0,2,1116275063050.5,1853609493410.8901
뼁깡,Lv.285~289,도적,루나,루나크로아,2,9747.0,True,0.9920634920634921,79.47,4060968665840.104,2460.0,0,1931348734756.9429,4835427225423.297
뽀라렌렌,Lv.285~289,렌,오로라,기타,3,9951.0,True,0.125,1.54,149185766.13333333,269.0,1,18448588.931034483,18711839.703296702
뽀삐갓,Lv.290~294,전사,베라,베라,2,9274.0,True,0.6990291262135923,43.54,4494212588354.389,4407.0,0,1056654791761.1428,4214711597792.294
뽀써,Lv.285~289,도적,루나,루나크로아,3,9436.0,True,0.2857142857142857,33.45,1251041404094.1667,1430.0,1,173908150125.08572,428029728494.6374
뽀족한돌맹이,Lv.295~299,궁수,아케인,기타,1,10508.0,True,1.0,32.99,6540746356961.81,2521.0,0,3948847223746.2,7537630638967.813
뽀쨔지,Lv.285~289,렌,베라,베라,3,8756.0,False,0.1724137931034483,40.67,1565281287324.0,254.0,1,1213450554270.04,10652328458.56044
뽀특,Lv.285~289,아델,스카니아,스카니아,3,9540.0,True,0.8888888888888888,58.72,2469828738278.9287,1885.0,2,2025110638720.6858,2260900509143.033
뽄좌,Lv.285~289,도적,크로아,루나크로아,2,9267.0,True,0.8333333333333334,93.64,6259130690880.419,2046.0,2,1011283461016.2285,6833118696778.857
뽐보,Lv.290~294,기사단,루나,루나크로아,2,9536.0,False,0.015873015873015872,1.69,137739087300.0,988.0,1,7870804988.571428,0.0
뾰마,Lv.290~294,궁수,루나,루나크로아,2,9454.0,True,0.8333333333333334,97.78,13136763501709.344,2448.0,2,149293816528.6857,15100383341768.979
뾰뾰해,Lv.285~289,일리움,스카니아,스카니아,3,8959.0,True,1.0,77.04,3822288601902.103,419.0,2,2661818051316.7427,4268623429050.319
뿌갓,Lv.290~294,마법사,스카니아,스카니아,2,9783.0,True,0.9206349206349206,26.17,3171241098058.819,2766.0,0,1899890193848.5715,3311734182309.044
뿌까22,Lv.285~289,아델,오로라,기타,3,9649.0,False,0.007936507936507936,6.98,82255400479.0,2202.0,1,0.0,903905499.7692307
뿌덩,Lv.285~289,엔젤릭버스터,엘리시움,기타,2,9638.0,True,0.626984126984127,91.92,5875152491634.987,2635.0,0,551522121081.0286,4888283215399.209
뿌몽,Lv.290~294,기사단,베라,베라,2,9332.0,True,0.6111111111111112,71.4,7469599118240.571,882.0,2,1396828989871.9143,5783188103945.132
뿌뿍,Lv.285~289,도적,루나,루나크로아,3,9721.0,True,0.16666666666666666,33.17,1237300004843.2856,2047.0,1,191867759279.82858,211735478317.74725
뿌웅숑,Lv.285~289,마법사,루나,루나크로아,3,9117.0,True,0.3888888888888889,22.9,725734021491.9796,999.0,1,439064619121.17145,221908850372.15384
뿔독,Lv.290~294,마법사,루나,루나크로아,2,10638.0,True,0.626984126984127,59.75,5890561184790.557,2797.0,0,74184436583.68571,5085251410088.187
뿡밍신,Lv.290~294,마법사,루나,루나크로아,2,10131.0,True,0.8571428571428571,20.13,2692507590121.7314,1004.0,1,2096721995655.7144,2389071976760.4067
뿡뿌메,Lv.285~289,렌,엘리시움,기타,3,8906.0,True,0.9523809523809523,70.83,3288350633621.1167,258.0,2,3310673982460.6,3062950402729.813
쀼짝쀼짝잉,Lv.285~289,라라,스카니아,스카니아,3,9454.0,True,0.8888888888888888,46.26,1805891737007.9375,1163.0,2,876258395033.3715,1885613524381.5496
쁘베,Lv.285~289,마법사,엘리시움,기타,3,9077.0,True,0.3412698412698413,47.65,1867851331722.907,2877.0,1,452680547767.9429,708503165848.4286
쁠뗑,Lv.290~294,마법사,루나,루나크로아,2,9386.0,False,0.2777777777777778,2.86,324716677716.34283,1368.0,1,231045906107.08572,36027219849.71429
삐나냐,Lv.285~289,전사,엘리시움,기타,3,8819.0,True,0.8679245283018868,47.13,1844853593261.4565,2662.0,0,1135384624732.4,1677975397901.8462
삐숍,Lv.295~299,마법사,스카니아,스카니아,1,9785.0,True,0.9920634920634921,89.69,12586163040680.129,1732.0,2,7985080007562.429,14217500877146.494
삐야,Lv.290~294,도적,루나,루나크로아,2,10330.0,True,0.4444444444444444,53.81,5289051097155.304,4065.0,0,12841501852.142857,3249861635998.5933
사고친놈,Lv.290~294,기사단,유니온,기타,2,9281.0,True,0.9682539682539683,44.28,4547740377427.058,3186.0,0,3547587784305.1143,4732513775773.868
사과파르페,Lv.285~289,에반,엘리시움,기타,3,9532.0,True,0.373015873015873,44.54,1731420208276.9788,2268.0,1,21527663312.0,885970127176.9011
사기서포터,Lv.290~294,마법사,크로아,루나크로아,2,9495.0,True,0.9761904761904762,36.23,3951346318927.3335,811.0,2,2440165689213.1714,4402305473687.923
사도섀도우,Lv.285~289,도적,스카니아,스카니아,3,7112.0,True,0.8888888888888888,31.02,1146656845699.9822,981.0,3,600621562198.2285,1180261670785.2747
사딜,Lv.285~289,도적,베라,베라,2,9183.0,True,0.8492063492063492,72.06,3386108491431.327,1504.0,2,1589886841815.4285,3369973287028.703
사랑해용,Lv.295~299,궁수,베라,베라,1,9881.0,True,0.9253731343283582,10.31,5137992300180.193,27.0,1,7879997927403.515,1336112348501.5312
사렌들림,Lv.285~289,렌,루나,루나크로아,3,8516.0,True,0.35714285714285715,45.28,1765032553775.4666,269.0,1,1629094283877.5715,246243571254.73627
사막속여우야,Lv.290~294,아델,크로아,루나크로아,2,9889.0,True,0.7936507936507936,40.36,4267579502261.98,1506.0,0,826070413725.6,4371928414789.033
사몸,Lv.285~289,기사단,크로아,루나크로아,3,9057.0,False,0.16666666666666666,60.9,2586560869199.905,837.0,1,1551936521519.9429,0.0
사섭,Lv.290~294,도적,베라,베라,2,9938.0,True,0.6587301587301587,10.06,1655694897481.3132,3517.0,0,445957359209.7143,1338617240863.8352
