name,tier,access_flag,date_create,latest_level,world,union_level,ocid,character_class,world_group,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,스탠스,방어력,이동속도,점프력,스타포스,아케인포스,어센틱포스,STR,DEX,INT,LUK,HP,MP,AP 배분 STR,AP 배분 DEX,AP 배분 INT,AP 배분 LUK,AP 배분 HP,AP 배분 MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,추가 경험치 획득,공격력,마력,전투력
참매화참,3,False,2025-06-19T00:00+09:00,286,베라,7968.0,459ca3ffd067d42e91d94d37ae2f599a,렌,기타,15707700.0,66.0,283.0,82.8,80.44,83.0,56.9,56.0,100.0,54677.0,146.0,123.0,105.0,1320.0,440.0,34271.0,1996.0,1469.0,1240.0,74201.0,27526.0,1448.0,4.0,4.0,4.0,0.0,0.0,110.0,24.0,22.0,6.0,0.0,0.0,5.0,0.0,100.0,2863.0,351.0,25587406.0
지존이츠,2,True,2025-06-19T00:00+09:00,291,스카니아,8811.0,55bf597d34dbe80b4a41bfd227499306,렌,스카니아,91116589.0,106.0,263.0,98.97,91.24,103.0,87.2,60.0,100.0,99999.0,170.0,123.0,260.0,1350.0,720.0,60641.0,7551.0,4231.0,4621.0,109385.0,52754.0,1478.0,4.0,4.0,4.0,0.0,0.0,224.0,139.0,46.0,6.0,110.0,0.0,6.0,0.0,529.0,6837.0,1210.0,132864360.0
종로구그랑죠,3,True,2025-06-19T00:00+09:00,288,루나,9376.0,1c7ade40b9184c4c0beb436000141144efe8d04e6d233bd35cf2fabdeb93fb0d,렌,루나,55552412.0,101.0,436.0,86.15,97.01,90.0,79.5,75.0,100.0,99763.0,170.0,123.0,334.0,1350.0,430.0,51658.0,9505.0,6798.0,6087.0,113634.0,53833.0,1463.0,4.0,4.0,4.0,0.0,0.0,12.0,16.0,64.0,6.0,12.0,0.0,6.0,7.0,20.0,5284.0,1508.0,129140411.0
유푸,3,False,2022-06-19T00:00+09:00,288,크로아,9048.0,933fd4422c5e9f8c37bc8eae847473aa,히어로,크로아,16437214.0,66.0,226.0,51.25,82.76,93.0,75.8,70.0,100.0,53757.0,135.0,123.0,87.0,1320.0,470.0,33724.0,2290.0,1295.0,1441.0,60796.0,23519.0,1458.0,4.0,4.0,4.0,0.0,156.0,212.0,125.0,30.0,4.0,75.0,0.0,6.0,0.0,124.0,3314.0,342.0,29483855.0
포근솜,2,True,2011-07-07T00:00+09:00,290,엘리시움,9692.0,60ca5368c55ffafe821761dbf415a37befe8d04e6d233bd35cf2fabdeb93fb0d,캐논마스터,엘리시움,69389845.0,140.0,448.0,76.09,96.65,101.0,93.25,65.0,100.0,99999.0,170.0,123.0,286.0,1350.0,650.0,55647.0,6073.0,3610.0,3214.0,62407.0,35283.0,1472.0,5.0,4.0,4.0,-440.0,-506.0,19.0,24.0,76.0,2.0,47.0,3.0,6.0,7.0,381.0,4787.0,1017.0,110631586.0
나이트워작앙,3,False,2023-06-21T00:00+09:00,285,오로라,8977.0,6f331b7db07d971d069cbbace824c0e0,나이트워커,기타,63752685.0,105.0,323.0,66.98,91.61,109.0,94.35,72.0,100.0,33687.0,170.0,123.0,280.0,1350.0,490.0,3528.0,5457.0,3857.0,45768.0,49377.0,32708.0,4.0,4.0,4.0,1443.0,0.0,0.0,231.0,131.0,50.0,6.0,12.0,4.0,6.0,0.0,36.0,5645.0,1219.0,99696085.0
살짝큰꿈,3,True,2025-12-18T00:00+09:00,286,챌린저스3,9019.0,b0e01fbb107aa73ef5a04bce218dea0befe8d04e6d233bd35cf2fabdeb93fb0d,배틀메이지,챌린저스,28281673.0,88.0,302.0,74.46,91.27,123.0,102.0,60.0,100.0,25942.0,172.0,123.0,171.0,1320.0,400.0,1813.0,1467.0,39209.0,3131.0,94311.0,27761.0,4.0,4.0,1448.0,4.0,0.0,0.0,36.0,16.0,52.0,4.0,0.0,0.0,6.0,0.0,85.0,1318.0,4492.0,52936610.0
오믈렛,2,True,2021-02-09T00:00+09:00,290,크로아,9479.0,a3c649a11958a7580583f5c30a00a142,비숍,크로아,44604276.0,71.0,339.0,233.49,86.21,104.0,79.8,85.0,100.0,9504.0,156.0,123.0,148.0,1350.0,680.0,1796.0,1729.0,42448.0,3145.0,31162.0,72165.0,4.0,4.0,1468.0,4.0,0.0,0.0,58.0,37.0,121.0,4.0,17.0,0.0,6.0,7.0,165.0,1211.0,3769.0,53046893.0
낭랑싹싹렌,3,True,2025-06-19T00:00+09:00,286,루나,9026.0,c9d638ff52e0c29e5843b468884f4150efe8d04e6d233bd35cf2fabdeb93fb0d,렌,루나,54348490.0,89.0,321.0,86.15,89.21,103.0,53.6,78.0,100.0,96929.0,170.0,123.0,258.0,1350.0,480.0,51165.0,6661.0,4217.0,3665.0,96624.0,52496.0,1453.0,4.0,4.0,4.0,0.0,0.0,112.0,29.0,63.0,6.0,134.0,3.0,6.0,0.0,77.0,5623.0,1140.0,91018023.0
새아얍,2,True,2019-12-01T00:00+09:00,290,스카니아,9524.0,334613db25f0a8957f7f19fd90997a98,섀도어,스카니아,117348799.0,88.0,386.0,72.46,92.74,95.0,131.65,61.0,100.0,99999.0,160.0,123.0,393.0,1350.0,750.0,10772.0,15008.0,9908.0,82084.0,61682.0,21878.0,4.0,4.0,4.0,1468.0,0.0,0.0,45.0,59.0,55.0,6.0,60.0,3.0,6.0,7.0,205.5,7862.0,2044.0,310104260.0
가메화매화,3,True,2025-06-19T00:00+09:00,285,챌린저스,10313.0,eb0b0f313ccb7326f34b897649f02cc0efe8d04e6d233bd35cf2fabdeb93fb0d,렌,챌린저스,53534851.0,94.0,301.0,86.15,91.22,77.0,64.0,60.0,100.0,96252.0,160.0,123.0,286.0,1350.0,480.0,50734.0,6217.0,3804.0,4456.0,133022.0,31730.0,1443.0,4.0,4.0,4.0,0.0,0.0,12.0,16.0,48.0,6.0,52.0,0.0,6.0,6.0,71.0,5452.0,1142.0,91525403.0
꿈댕,3,True,2013-07-28T00:00+09:00,288,루나,9774.0,61f5783be284f26f434fdc302576cbfe,제로,루나,187395033.0,148.0,571.0,62.16,97.48,101.0,98.05,96.0,100.0,99999.0,168.0,123.0,409.0,1350.0,660.0,89979.0,11102.0,7429.0,7355.0,73167.0,,1463.0,4.0,4.0,4.0,-238.0,0.0,12.0,17.0,89.0,2.0,12.0,5.0,6.0,7.0,189.0,8429.0,2468.0,427720238.0
터찌,3,True,2018-11-01T00:00+09:00,286,스카니아,9570.0,bba687d3380994d2681ecbbf3731c923,다크나이트,스카니아,80625741.0,84.0,477.0,169.28,95.89,103.0,99.25,63.0,100.0,93437.0,170.0,123.0,299.0,1350.0,560.0,53524.0,5821.0,3447.0,3316.0,108378.0,39037.0,1453.0,4.0,4.0,4.0,350.0,-150.0,106.0,17.0,71.0,4.0,12.0,3.0,6.0,0.0,105.0,4966.0,1116.0,105930900.0
안됩띠다,3,True,2025-06-19T00:00+09:00,285,챌린저스3,9507.0,bbd6ca20b48b126670416af7e3389895,렌,챌린저스,46517083.0,84.0,280.0,98.97,88.21,115.0,84.0,87.0,100.0,83199.0,170.0,123.0,230.0,1350.0,430.0,45924.0,6163.0,4202.0,3661.0,107306.0,46202.0,1453.0,4.0,4.0,4.0,0.0,0.0,115.0,81.0,55.0,6.0,119.0,0.0,6.0,0.0,367.0,5148.0,1030.0,69065100.0
양약,3,True,2011-12-29T00:00+09:00,287,엘리시움,9641.0,6248f99929f548e07089b099a522035aefe8d04e6d233bd35cf2fabdeb93fb0d,팬텀,엘리시움,92701073.0,106.0,452.0,87.33,97.04,108.0,99.6,72.0,100.0,55421.0,170.0,123.0,357.0,1350.0,410.0,5730.0,8835.0,4948.0,64859.0,69672.0,41690.0,4.0,4.0,4.0,1453.0,-405.0,-208.0,12.0,5.0,87.0,5.0,12.0,4.0,6.0,17.0,22.0,6888.0,1666.0,220345178.0
천띠,3,True,2017-05-11T00:00+09:00,288,루나,9589.0,6a4e3a1150c068d5c2be045543e48b88,히어로,루나,18856518.0,69.0,338.0,51.25,94.89,97.0,85.8,56.0,100.0,69225.0,149.0,123.0,161.0,1320.0,540.0,39112.0,3593.0,2059.0,2191.0,67173.0,19434.0,1458.0,4.0,4.0,4.0,0.0,-60.0,12.0,17.0,89.0,4.0,0.0,0.0,6.0,0.0,111.0,3201.0,476.0,46332100.0
하포,3,True,2024-09-13T00:00+09:00,286,스카니아,9307.0,f8e499a08d9c53c95083301b1a5c71a4,윈드브레이커,스카니아,73503716.0,122.0,420.0,84.31,95.15,144.0,102.45,70.0,100.0,42161.0,170.0,123.0,290.0,1370.0,570.0,6174.0,53927.0,4062.0,4050.0,59322.0,39240.0,4.0,1453.0,4.0,4.0,0.0,0.0,176.0,130.0,55.0,4.0,75.0,5.0,6.0,0.0,179.0,6228.0,1316.0,123115761.0
셰정,2,True,2025-06-19T00:00+09:00,291,오로라,8935.0,c63f487b654f909d48357f352da707b5efe8d04e6d233bd35cf2fabdeb93fb0d,렌,기타,118016989.0,91.0,462.0,86.15,96.56,92.0,97.85,60.0,100.0,99999.0,170.0,123.0,349.0,1350.0,640.0,74755.0,9980.0,6475.0,7037.0,97019.0,23251.0,1473.0,4.0,4.0,4.0,0.0,0.0,71.0,25.0,50.0,6.0,12.0,0.0,6.0,0.0,101.0,8263.0,1679.0,276001249.0
희뽀,3,True,2024-08-14T00:00+09:00,285,크로아,8901.0,e264a27f83601e99ddaafae5bbebcede,"아크메이지(썬,콜)",크로아,151573746.0,304.0,388.0,194.14,84.47,97.0,112.0,70.0,100.0,24508.0,170.0,123.0,247.0,1350.0,430.0,4991.0,4594.0,52219.0,7608.0,59315.0,98736.0,4.0,4.0,1448.0,4.0,0.0,0.0,321.0,243.0,104.0,4.0,123.0,0.0,5.0,6.0,474.0,1652.0,4910.0,90190523.0
호릅쵸,3,False,2025-06-19T00:00+09:00,285,스카니아,8786.0,1f9faa4c2cb085a1577b3de722077de5,"아크메이지(썬,콜)",스카니아,93979510.0,111.0,430.0,194.14,94.44,102.0,75.3,67.0,100.0,26182.0,170.0,123.0,312.0,1350.0,480.0,4993.0,5326.0,56253.0,8193.0,45491.0,89430.0,4.0,4.0,1443.0,4.0,0.0,0.0,42.0,16.0,68.0,4.0,12.0,2.0,5.0,0.0,158.0,1824.0,5411.0,123736421.0
희때,2,True,2018-09-21T00:00+09:00,290,크로아,9755.0,3d52f4d771f876571876a3f1e3c7d81a,듀얼블레이더,크로아,88867080.0,91.0,395.0,119.1,92.09,88.0,107.05,75.0,100.0,75568.0,170.0,123.0,335.0,1350.0,730.0,5272.0,8520.0,4552.0,56484.0,63702.0,37399.0,4.0,4.0,4.0,1473.0,550.0,300.0,267.0,142.0,78.0,6.0,67.0,5.0,6.0,7.0,428.0,6814.0,1328.0,178961266.0
아이언캡틴,3,True,2025-12-18T00:00+09:00,285,챌린저스,,c4734793b141e1e146f61d144008875d,캡틴,챌린저스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쨩싱,3,False,2025-06-19T00:00+09:00,286,챌린저스,9014.0,9ce8ba8d11ff779faee5a22541f831e5aae77432709819edb959e1fd5d1d77b4,렌,챌린저스,36099855.0,105.0,436.0,86.15,91.04,96.0,49.0,60.0,100.0,99999.0,170.0,123.0,285.0,1320.0,470.0,46822.0,4761.0,2892.0,3265.0,101756.0,32531.0,1448.0,4.0,4.0,4.0,0.0,0.0,12.0,36.0,30.0,6.0,0.0,0.0,5.0,0.0,59.0,3789.0,690.0,68985716.0
풍무,2,True,2020-01-16T00:00+09:00,291,크로아,10074.0,54522afabc3a0239cff5ba5e25560aa3,아델,크로아,95397973.0,105.0,594.0,84.04,96.59,91.0,109.95,60.0,100.0,99999.0,170.0,123.0,355.0,1350.0,720.0,71317.0,9122.0,6219.0,5686.0,115981.0,42336.0,1478.0,4.0,4.0,4.0,0.0,0.0,62.0,26.0,72.0,6.0,12.0,2.0,6.0,15.0,314.0,6607.0,1688.0,261957734.0
똑디하나보마,3,True,2025-12-18T00:00+09:00,286,챌린저스4,,04c23ea51d5a4c815fc25f1187349a01,보우마스터,챌린저스,26109274.0,44.0,385.0,59.85,98.07,98.0,73.95,43.0,100.0,34632.0,160.0,123.0,268.0,1350.0,420.0,4764.0,49739.0,2131.0,2154.0,77267.0,41454.0,4.0,1453.0,4.0,4.0,0.0,0.0,90.0,20.0,70.0,4.0,362.0,0.0,5.0,0.0,120.0,4283.0,1109.0,65916248.0
김빈나,3,True,2020-03-20T00:00+09:00,288,크로아,9191.0,f17eaf07fd83cdf9168a3c1dbf026b98,섀도어,크로아,52426274.0,151.0,224.0,72.46,83.57,108.0,130.6,77.0,100.0,65784.0,170.0,123.0,228.0,1350.0,560.0,3361.0,5237.0,2432.0,44816.0,68750.0,44786.0,4.0,4.0,4.0,1463.0,0.0,0.0,147.0,157.0,26.0,6.0,127.0,0.0,6.0,2.0,77.0,4959.0,806.0,64775096.0
으찌단,3,False,2019-07-24T00:00+09:00,285,베라,11197.0,c05637505897133f7ee30fb43402c992,섀도어,기타,14271084.0,107.0,228.0,56.79,85.34,95.0,107.0,73.0,100.0,50178.0,170.0,123.0,312.0,930.0,140.0,3067.0,3978.0,2592.0,27288.0,37598.0,23813.0,4.0,4.0,4.0,1443.0,550.0,300.0,27.0,37.0,87.0,6.0,22.0,0.0,6.0,7.0,54.0,2911.0,744.0,20304442.0
리바이존멋,3,False,2018-06-22T00:00+09:00,285,크로아,9168.0,27dd602b314068283f9a4bdd41951eab,아크,크로아,41381403.0,76.0,438.0,56.53,96.04,79.0,102.7,71.0,100.0,87453.0,165.0,123.0,286.0,1350.0,370.0,50676.0,5841.0,3151.0,3169.0,64468.0,41265.0,1443.0,4.0,4.0,4.0,0.0,0.0,30.0,30.0,107.0,5.0,12.0,0.0,5.0,7.0,55.0,4237.0,885.0,92002083.0
널횬,3,True,2025-06-19T00:00+09:00,285,크로아,9114.0,811ae0c4e6eeda10fdbb9bf4fc0a61db,렌,크로아,72090069.0,91.0,417.0,98.97,96.45,103.0,90.0,62.0,100.0,99999.0,170.0,123.0,312.0,1360.0,460.0,57544.0,7480.0,4370.0,4717.0,119365.0,48622.0,1443.0,4.0,4.0,4.0,0.0,0.0,12.0,17.0,62.0,6.0,12.0,0.0,6.0,0.0,34.0,6140.0,1152.0,154842443.0
JJ트웬티포,3,True,2025-12-18T00:00+09:00,285,챌린저스2,8840.0,2a81766c14671daae9ebc92bd8315e15c47ea5ffea2564f587ca830a8f71acb2,은월,챌린저스,33306883.0,109.0,434.0,84.01,91.74,97.0,84.3,70.0,100.0,78129.0,170.0,123.0,284.0,1450.0,270.0,43811.0,4770.0,3023.0,3078.0,74734.0,41881.0,1443.0,4.0,4.0,4.0,-30.0,-30.0,10.0,10.0,10.0,5.0,12.0,0.0,5.0,7.0,40.0,2830.0,1015.0,43808583.0
메르좀함,2,True,2024-01-16T00:00+09:00,290,엘리시움,9218.0,5ee5096ea4d6190d314c2166654abb17c47ea5ffea2564f587ca830a8f71acb2,메르세데스,엘리시움,60537483.0,133.0,340.0,63.71,89.67,110.0,118.75,70.0,100.0,47822.0,171.0,123.0,244.0,1350.0,690.0,6501.0,52337.0,3229.0,3844.0,75680.0,38679.0,4.0,1468.0,4.0,4.0,0.0,0.0,297.0,129.0,30.0,4.0,69.0,2.0,6.0,0.0,155.0,5656.0,1096.0,98696262.0
루겊,2,True,2011-07-09T00:00+09:00,290,크로아,9453.0,0628dc386b906692b77f10aea0684c86,듀얼블레이더,크로아,103927024.0,76.0,495.0,55.39,93.95,87.0,99.6,59.0,100.0,91307.0,160.0,123.0,409.0,1350.0,650.0,7156.0,11416.0,7368.0,79743.0,79638.0,37082.0,4.0,4.0,4.0,1468.0,0.0,-84.0,20.0,25.0,55.0,6.0,12.0,5.0,6.0,7.0,204.0,8660.0,1923.0,380347051.0
ARAN,2,True,2016-07-13T00:00+09:00,292,크로아,9527.0,70687b2556f2009ca59ba353095c5a00,아란,크로아,96295210.0,122.0,353.0,47.62,89.76,112.0,111.85,85.0,100.0,99999.0,170.0,123.0,280.0,1350.0,740.0,67756.0,7162.0,3905.0,3661.0,86992.0,37947.0,1483.0,4.0,4.0,4.0,-455.0,-459.0,188.0,143.0,50.0,5.0,111.0,0.0,6.0,0.0,254.0,7089.0,1507.0,192887490.0
한강해전,3,True,2016-10-22T00:00+09:00,286,루나,9084.0,526f84d7cbf6f297a49b2edcbd1f5936,히어로,루나,168416358.0,84.0,497.0,268.75,97.55,100.0,105.65,78.0,100.0,99999.0,170.0,123.0,316.0,1350.0,560.0,61964.0,8884.0,5288.0,5769.0,106408.0,30562.0,1453.0,4.0,4.0,4.0,0.0,-160.0,36.0,10.0,46.0,4.0,12.0,2.0,6.0,6.0,102.5,6714.0,1501.0,191310506.0
춘천시즈탱크,3,True,2025-06-21T00:00+09:00,286,베라,8854.0,f6317e387064d56aab4a06fcdaccde57,"아크메이지(썬,콜)",기타,149566192.0,125.0,558.0,194.14,94.37,104.0,99.0,82.0,100.0,28551.0,168.0,123.0,350.0,1350.0,440.0,6222.0,5620.0,71020.0,8537.0,60824.0,104256.0,4.0,4.0,1453.0,4.0,0.0,0.0,95.0,26.0,109.0,4.0,12.0,0.0,6.0,7.0,71.0,2052.0,6436.0,221115754.0
이상희,3,True,2025-06-19T00:00+09:00,286,루나,9382.0,6f2f0187e046ddd0e52538ca0d89af12efe8d04e6d233bd35cf2fabdeb93fb0d,렌,루나,58414568.0,92.0,316.0,86.15,82.83,110.0,75.25,60.0,100.0,99999.0,170.0,123.0,263.0,1350.0,520.0,56184.0,7049.0,3722.0,3666.0,112236.0,44938.0,1453.0,4.0,4.0,4.0,0.0,0.0,112.0,72.0,55.0,6.0,104.0,2.0,6.0,7.0,113.0,5424.0,1199.0,108806933.0
렌하고울지,3,True,2025-06-19T00:00+09:00,286,크로아,8963.0,4d516db9e55d7f4370122e34d6458f33,렌,크로아,37926827.0,100.0,356.0,86.15,78.62,102.0,58.0,79.0,100.0,88872.0,170.0,123.0,221.0,1350.0,490.0,43878.0,5754.0,2862.0,2681.0,81569.0,40537.0,1453.0,4.0,4.0,4.0,0.0,0.0,102.0,135.0,61.0,6.0,111.0,0.0,5.0,0.0,199.0,4323.0,950.0,69071760.0
페다,3,True,2025-12-18T00:00+09:00,286,챌린저스4,,fa5c598b922765db1d97817cd454fb82,"아크메이지(썬,콜)",챌린저스,253481497.0,198.0,496.0,194.14,97.26,110.0,122.55,66.0,100.0,20737.0,160.0,123.0,365.0,1450.0,430.0,4253.0,4142.0,72406.0,7708.0,63880.0,92452.0,4.0,4.0,1453.0,4.0,0.0,0.0,44.0,20.0,125.0,4.0,362.0,0.0,5.0,0.0,160.0,3029.0,8105.0,193342110.0
월현지역대장,3,True,2024-06-20T00:00+09:00,285,크로아,9610.0,76fa96244c2f1bd30a09a9ac8d777d31,은월,크로아,77644727.0,117.0,530.0,102.41,95.9,91.0,88.05,66.0,100.0,99999.0,170.0,123.0,316.0,1350.0,430.0,52404.0,5760.0,3211.0,3696.0,73292.0,35490.0,1453.0,4.0,4.0,4.0,-70.0,-70.0,12.0,16.0,88.0,5.0,12.0,0.0,5.0,6.0,30.0,4828.0,1064.0,124982117.0
송석꿍,3,True,2025-04-13T00:00+09:00,285,크로아,9416.0,e165e81a2a9e2c60bfcb82053bca20a7,신궁,크로아,59222140.0,87.0,417.0,85.26,95.25,147.0,99.1,50.0,100.0,62809.0,170.0,123.0,304.0,1350.0,420.0,7093.0,60655.0,4376.0,3850.0,67754.0,27313.0,4.0,1443.0,4.0,4.0,0.0,0.0,42.0,16.0,45.0,4.0,52.0,0.0,6.0,6.0,105.0,5071.0,1186.0,130936583.0
섀기,3,True,2025-12-18T00:00+09:00,285,챌린저스2,8811.0,58d7df627a6a4f9cf6cde845f8e80cb7,제논,챌린저스,70697537.0,107.0,446.0,28.7,95.75,91.0,89.1,80.0,100.0,73642.0,170.0,123.0,352.0,1450.0,320.0,26575.0,27063.0,9686.0,30425.0,78197.0,54692.0,330.0,330.0,4.0,791.0,0.0,0.0,12.0,36.0,40.0,5.0,212.0,3.0,6.0,0.0,60.0,6013.0,1497.0,162741970.0
명하,3,False,2025-06-19T00:00+09:00,285,챌린저스2,8817.0,948ec9b393faa91e7d81331f825c2bb6efe8d04e6d233bd35cf2fabdeb93fb0d,렌,챌린저스,33446280.0,78.0,312.0,82.8,89.68,67.0,48.0,58.0,100.0,94082.0,170.0,123.0,274.0,1320.0,400.0,48723.0,4930.0,2605.0,2250.0,101738.0,30489.0,1443.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,30.0,6.0,200.0,0.0,6.0,0.0,67.0,3957.0,804.0,61483503.0
낭만무새렌,3,True,2025-07-08T00:00+09:00,285,스카니아,8829.0,827504283d9bf6cdb583088591fb2896,렌,스카니아,50115718.0,76.0,341.0,86.15,93.66,119.0,71.6,77.0,100.0,89182.0,170.0,123.0,278.0,1350.0,390.0,50765.0,6457.0,3956.0,3398.0,106630.0,48004.0,1448.0,4.0,4.0,4.0,0.0,0.0,112.0,31.0,48.0,6.0,59.0,2.0,6.0,0.0,49.0,5616.0,992.0,101214873.0
칠리치킨,2,True,2022-07-01T00:00+09:00,290,베라,9980.0,b226b64d80ef5e7550911a96117590f0,나이트워커,기타,137003601.0,123.0,483.0,70.02,94.34,100.0,140.15,76.0,100.0,47939.0,170.0,123.0,343.0,1360.0,590.0,5812.0,8345.0,5080.0,63961.0,66225.0,42000.0,4.0,4.0,4.0,1468.0,0.0,0.0,111.0,10.0,69.0,6.0,12.0,5.0,6.0,7.0,240.0,7816.0,2022.0,197767767.0
굿템,2,True,2018-07-10T00:00+09:00,291,루나,9004.0,87c1c470ae257e460aa3864b921c4500,"아크메이지(썬,콜)",루나,148534411.0,111.0,428.0,194.14,92.6,63.0,58.4,46.0,100.0,24414.0,150.0,123.0,333.0,1350.0,730.0,5411.0,5159.0,69970.0,9539.0,60925.0,102604.0,4.0,4.0,1478.0,4.0,0.0,0.0,52.0,22.0,80.0,4.0,12.0,0.0,0.0,0.0,318.0,1985.0,6891.0,185190939.0
WiskeyBravo2,3,False,2023-06-15T00:00+09:00,286,스카니아,9150.0,56a00616ac630f0734545e08716cb893,소울마스터,스카니아,19819533.0,64.0,186.0,60.88,89.03,90.0,76.05,87.0,100.0,68937.0,160.0,123.0,136.0,1320.0,490.0,40113.0,3228.0,2145.0,1667.0,50565.0,17029.0,1448.0,4.0,4.0,4.0,0.0,0.0,32.0,26.0,39.0,4.0,45.0,0.0,6.0,0.0,119.0,3425.0,475.0,25353833.0
우사람,3,False,2025-06-19T00:00+09:00,288,챌린저스3,8650.0,8eccd1dafee500091ad62392228cb2fcefe8d04e6d233bd35cf2fabdeb93fb0d,렌,챌린저스,24635954.0,69.0,225.0,98.97,86.48,99.0,63.2,58.0,100.0,64929.0,150.0,123.0,177.0,1350.0,500.0,39216.0,2927.0,1917.0,2203.0,88240.0,22586.0,1458.0,4.0,4.0,4.0,0.0,0.0,70.0,35.0,20.0,6.0,100.0,0.0,6.0,0.0,152.0,3527.0,602.0,29964579.0
매화능,3,True,2025-06-19T00:00+09:00,285,크로아,9227.0,c905e5d6128755e1ed76832b303c5ffb,렌,크로아,37544526.0,113.0,488.0,86.15,96.34,110.0,109.5,57.0,100.0,69365.0,170.0,123.0,241.0,1370.0,320.0,38401.0,5290.0,2774.0,3384.0,95789.0,35615.0,1443.0,4.0,4.0,4.0,0.0,0.0,12.0,16.0,111.0,6.0,12.0,0.0,6.0,7.0,24.0,4584.0,888.0,67148150.0
하얀색매화,2,True,2025-06-19T00:00+09:00,291,이노시스,9886.0,9658ca73c0d710819e1d756ec9bfa942efe8d04e6d233bd35cf2fabdeb93fb0d,렌,기타,95058216.0,81.0,472.0,86.15,95.89,90.0,88.1,60.0,100.0,99999.0,170.0,123.0,371.0,1350.0,670.0,67143.0,7990.0,5209.0,5598.0,87775.0,26796.0,1473.0,4.0,4.0,4.0,0.0,0.0,21.0,21.0,73.0,6.0,12.0,2.0,6.0,0.0,173.0,7847.0,1702.0,264945417.0
라울님,2,True,2022-08-20T00:00+09:00,291,엘리시움,9360.0,e0108115807c3b2de3feb39a7a53eb90efe8d04e6d233bd35cf2fabdeb93fb0d,아델,엘리시움,87483784.0,106.0,273.0,84.04,84.93,72.0,70.0,56.0,100.0,99999.0,160.0,123.0,269.0,1350.0,710.0,58485.0,7067.0,4040.0,3938.0,105233.0,43896.0,1477.0,4.0,4.0,4.0,0.0,4.0,271.0,124.0,30.0,6.0,66.0,5.0,0.0,7.0,295.0,7365.0,1354.0,118689307.0
말괄량이동키,3,True,2025-06-19T00:00+09:00,286,챌린저스3,8884.0,e6330ac7a382b94ccd6e4edba2cf6114,렌,챌린저스,64890017.0,144.0,368.0,98.97,87.12,98.0,107.0,175.0,100.0,81869.0,170.0,123.0,222.0,1350.0,460.0,47275.0,6109.0,2980.0,2829.0,98751.0,43292.0,1463.0,4.0,4.0,4.0,0.0,0.0,180.0,243.0,36.0,6.0,118.0,2.0,6.0,2.0,545.0,5267.0,985.0,82294800.0
또야,2,True,2024-10-04T00:00+09:00,291,스카니아,9186.0,9af7e56e448ee81235f0ae9fc64d41e4,듀얼블레이더,스카니아,11909564.0,91.0,395.0,55.39,89.54,67.0,116.6,60.0,100.0,25206.0,160.0,123.0,37.0,1350.0,760.0,1123.0,1652.0,1103.0,32046.0,37013.0,25775.0,4.0,4.0,4.0,1473.0,518.0,284.0,12.0,16.0,37.0,6.0,12.0,0.0,6.0,0.0,245.0,2357.0,447.0,24322113.0
드팰e,3,True,2025-12-18T00:00+09:00,285,제니스,10853.0,41a1b46d7537992ab6098aa8d479785b,보우마스터,기타,82289399.0,68.0,230.0,75.83,96.94,124.0,94.95,52.0,100.0,59028.0,170.0,123.0,348.0,1460.0,450.0,10583.0,66837.0,5453.0,6770.0,60495.0,28933.0,4.0,1443.0,4.0,4.0,0.0,0.0,31.0,29.0,65.0,4.0,95.0,2.0,6.0,3.0,116.0,7710.0,1686.0,144395648.0
양뛰,1,True,2020-10-17T00:00+09:00,295,아케인,9618.0,7fc6f7b4cebe670dd6e7e88168a0b3be,섀도어,기타,160807682.0,90.0,465.0,72.46,95.82,90.0,127.5,60.0,100.0,99999.0,160.0,123.0,406.0,1370.0,820.0,10680.0,13303.0,9129.0,89971.0,52462.0,26214.0,4.0,4.0,4.0,1493.0,0.0,0.0,34.0,54.0,60.0,6.0,12.0,2.0,6.0,7.0,207.0,9834.0,2384.0,443821485.0
호영,2,True,2020-12-31T00:00+09:00,290,루나,9762.0,8549722ac0a5ae2ca2dfc952fe0f4fa9efe8d04e6d233bd35cf2fabdeb93fb0d,호영,루나,78008724.0,103.0,292.0,104.44,93.63,112.0,109.9,66.0,100.0,43681.0,160.0,123.0,331.0,1350.0,470.0,5200.0,6755.0,4454.0,51751.0,48803.0,30468.0,4.0,4.0,4.0,1468.0,0.0,0.0,256.0,131.0,67.0,6.0,137.0,2.0,6.0,0.0,208.0,6764.0,1336.0,104584540.0
네네쏠,3,True,2013-07-11T00:00+09:00,285,베라,9062.0,54746c53692ee4496e853d2e2d8ffc91,비숍,기타,91934017.0,72.0,334.0,233.49,89.33,129.0,102.65,67.0,100.0,21103.0,170.0,123.0,266.0,1350.0,510.0,4365.0,3672.0,57303.0,6471.0,75714.0,105116.0,4.0,4.0,1448.0,4.0,-420.0,-223.0,172.0,109.0,109.0,4.0,104.0,0.0,6.0,0.0,288.0,2081.0,5667.0,96961616.0
